id,regular,region,universe,neutralization,decay,delay,test_period,truncation,pasteurization,nan_handling
FullTest_0067,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P1Y,0.08,OFF,ON
FullTest_0068,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P1Y,0.08,OFF,OFF
FullTest_0069,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P1Y,0.01,ON,ON
FullTest_0070,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P1Y,0.01,ON,OFF
FullTest_0071,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P1Y,0.01,OFF,ON
FullTest_0072,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P1Y,0.01,OFF,OFF
FullTest_0073,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.08,ON,ON
FullTest_0074,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.08,ON,OFF
FullTest_0075,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.08,OFF,ON
FullTest_0076,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.08,OFF,OFF
FullTest_0077,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.01,ON,ON
FullTest_0078,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.01,ON,OFF
FullTest_0079,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.01,OFF,ON
FullTest_0080,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,0,1,P2Y,0.01,OFF,OFF
FullTest_0081,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.08,ON,ON
FullTest_0082,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.08,ON,OFF
FullTest_0083,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.08,OFF,ON
FullTest_0084,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.08,OFF,OFF
FullTest_0085,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.01,ON,ON
FullTest_0086,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.01,ON,OFF
FullTest_0087,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.01,OFF,ON
FullTest_0088,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P1Y,0.01,OFF,OFF
FullTest_0089,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.08,ON,ON
FullTest_0090,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.08,ON,OFF
FullTest_0091,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.08,OFF,ON
FullTest_0092,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.08,OFF,OFF
FullTest_0093,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.01,ON,ON
FullTest_0094,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.01,ON,OFF
FullTest_0095,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.01,OFF,ON
FullTest_0096,"Rank(Ts_Rank(close, 10))",USA,TOP3000,NONE,5,1,P2Y,0.01,OFF,OFF
FullTest_0097,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,ON,ON
FullTest_0098,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,ON,OFF
FullTest_0099,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,OFF,ON
FullTest_0100,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,OFF,OFF
FullTest_0101,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,ON,ON
FullTest_0102,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,ON,OFF
FullTest_0103,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,OFF,ON
FullTest_0104,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,OFF,OFF
FullTest_0105,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,ON,ON
FullTest_0106,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,ON,OFF
FullTest_0107,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,OFF,ON
FullTest_0108,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,OFF,OFF
FullTest_0109,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,ON,ON
FullTest_0110,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,ON,OFF
FullTest_0111,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,OFF,ON
FullTest_0112,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,OFF,OFF
FullTest_0113,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,ON,ON
FullTest_0114,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,ON,OFF
FullTest_0115,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,OFF,ON
FullTest_0116,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,OFF,OFF
FullTest_0117,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,ON,ON
FullTest_0118,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,ON,OFF
FullTest_0119,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,OFF,ON
FullTest_0120,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,OFF,OFF
FullTest_0121,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,ON,ON
FullTest_0122,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,ON,OFF
FullTest_0123,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,OFF,ON
FullTest_0124,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,OFF,OFF
FullTest_0125,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,ON,ON
FullTest_0126,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,ON,OFF
FullTest_0127,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,OFF,ON
FullTest_0128,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,OFF,OFF
FullTest_0129,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,ON,ON
FullTest_0130,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,ON,OFF
FullTest_0131,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,OFF,ON
FullTest_0132,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,OFF,OFF
FullTest_0133,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,ON,ON
FullTest_0134,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,ON,OFF
FullTest_0135,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,OFF,ON
FullTest_0136,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,OFF,OFF
FullTest_0137,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,ON,ON
FullTest_0138,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,ON,OFF
FullTest_0139,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,OFF,ON
FullTest_0140,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,OFF,OFF
FullTest_0141,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,ON,ON
FullTest_0142,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,ON,OFF
FullTest_0143,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,OFF,ON
FullTest_0144,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,OFF,OFF
FullTest_0145,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,ON,ON
FullTest_0146,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,ON,OFF
FullTest_0147,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,OFF,ON
FullTest_0148,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,OFF,OFF
FullTest_0149,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,ON,ON
FullTest_0150,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,ON,OFF
FullTest_0151,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,OFF,ON
FullTest_0152,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,OFF,OFF
FullTest_0153,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,ON,ON
FullTest_0154,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,ON,OFF
FullTest_0155,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,OFF,ON
FullTest_0156,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,OFF,OFF
FullTest_0157,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,ON,ON
FullTest_0158,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,ON,OFF
FullTest_0159,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,OFF,ON
FullTest_0160,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,OFF,OFF
FullTest_0161,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,ON,ON
FullTest_0162,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,ON,OFF
FullTest_0163,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,OFF,ON
FullTest_0164,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,OFF,OFF
FullTest_0165,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,ON,ON
FullTest_0166,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,ON,OFF
FullTest_0167,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,OFF,ON
FullTest_0168,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,OFF,OFF
FullTest_0169,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,ON,ON
FullTest_0170,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,ON,OFF
FullTest_0171,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,OFF,ON
FullTest_0172,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,OFF,OFF
FullTest_0173,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,ON,ON
FullTest_0174,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,ON,OFF
FullTest_0175,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,OFF,ON
FullTest_0176,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,OFF,OFF
FullTest_0177,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,ON,ON
FullTest_0178,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,ON,OFF
FullTest_0179,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,OFF,ON
FullTest_0180,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,OFF,OFF
FullTest_0181,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,ON,ON
FullTest_0182,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,ON,OFF
FullTest_0183,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,OFF,ON
FullTest_0184,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,OFF,OFF
FullTest_0185,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,ON,ON
FullTest_0186,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,ON,OFF
FullTest_0187,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,OFF,ON
FullTest_0188,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,OFF,OFF
FullTest_0189,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,ON,ON
FullTest_0190,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,ON,OFF
FullTest_0191,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,OFF,ON
FullTest_0192,"Rank(Ts_Rank(close, 10))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,OFF,OFF
FullTest_0193,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,ON,ON
FullTest_0194,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,ON,OFF
FullTest_0195,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,OFF,ON
FullTest_0196,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,OFF,OFF
FullTest_0197,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,ON,ON
FullTest_0198,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,ON,OFF
FullTest_0199,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,OFF,ON
FullTest_0200,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,OFF,OFF
FullTest_0201,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,ON,ON
FullTest_0202,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,ON,OFF
FullTest_0203,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,OFF,ON
FullTest_0204,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,OFF,OFF
FullTest_0205,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.01,ON,ON
FullTest_0206,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.01,ON,OFF
FullTest_0207,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.01,OFF,ON
FullTest_0208,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.01,OFF,OFF
FullTest_0209,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.08,ON,ON
FullTest_0210,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.08,ON,OFF
FullTest_0211,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.08,OFF,ON
FullTest_0212,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.08,OFF,OFF
FullTest_0213,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.01,ON,ON
FullTest_0214,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.01,ON,OFF
FullTest_0215,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.01,OFF,ON
FullTest_0216,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P1Y,0.01,OFF,OFF
FullTest_0217,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P2Y,0.08,ON,ON
FullTest_0218,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P2Y,0.08,ON,OFF
FullTest_0219,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P2Y,0.08,OFF,ON
FullTest_0220,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P2Y,0.08,OFF,OFF
FullTest_0221,"Rank(Ts_Rank(close, 10))",ASI,TOP3000,INDUSTRY,5,1,P2Y,0.01,ON,ON
